              U       eps         D  N_bath        e_1       e_2        e_3       V_1       V_2       V_3
11119  7.121463  0.672557  2.588534       3  -2.635558 -0.539752   2.541509  0.745278  0.652690  0.816374
11120  5.552251 -0.312054  5.265786       3  -5.938026  0.291928   4.593546  1.005545  1.050857  1.112153
11121  2.701665  0.972142  7.752830       3  -7.431926 -3.969642   8.073734  1.242572  1.149310  1.438995
11122  7.854488 -0.866397  5.768020       3  -6.287743  0.301326   5.248297  0.968168  1.307616  1.012337
11123  2.967820 -0.248283  7.466054       3  -7.489270 -1.953544   7.442838  1.064583  1.401370  1.286803
11124  1.147661  0.657386  3.525398       3  -4.327305 -1.017994   2.723491  0.717463  0.814643  1.032444
11125  2.647200 -0.223496  4.758114       3  -4.846629  0.521145   4.669598  1.065460  0.897534  1.043234
11126  4.429413  0.333836  4.782838       3  -3.850965 -3.007382   5.714711  0.972174  0.979006  1.068305
11127  3.473722 -0.992997  3.236150       3  -3.581044  2.244459   2.891256  0.938153  0.634126  0.882015
11128  4.275473  0.476749  6.214763       3  -6.424621  2.698328   6.004905  1.276142  1.031195  1.124517
11129  7.928861  0.796277  4.003051       3  -2.644161 -1.852006   5.361941  0.994413  0.892600  0.873402
11130  6.731377 -0.588109  6.022767       3  -6.267940 -0.555321   5.777593  1.129875  1.034314  1.219750
11131  6.773539 -0.893810  4.073585       3  -5.549081  2.363530   2.598089  0.897466  0.865224  1.019445
11132  6.357114 -0.352182  6.190648       3  -6.071961 -2.047414   6.309336  1.054355  1.152599  1.225129
11133  1.529320 -0.937811  2.511992       3  -3.250561 -0.141173   1.773424  0.596790  0.739388  0.834465
11134  2.698924 -0.726493  3.371076       3  -4.369826  2.229881   2.372326  0.860423  0.837151  0.839609
11135  3.308001 -0.017748  5.564286       3  -3.189716 -2.834313   7.938856  1.232357  1.020577  0.990987
11136  6.836677  0.921481  4.740792       3  -3.396522 -2.794281   6.085062  0.861368  1.129615  1.000048
11137  7.825031 -0.584339  3.359895       3  -5.158538  1.523933   1.561252  0.702671  0.760865  1.032624
11138  7.463168  0.328263  6.300813       3  -8.642122  1.380317   3.959503  0.989494  1.172248  1.287618
11139  6.521960  0.781411  3.058435       3  -3.169771 -0.286075   2.947098  0.791854  0.767133  0.855297
11140  4.397220 -0.933476  3.279653       3  -3.288762  0.486454   3.270544  0.819052  0.933911  0.738143
11141  3.322759 -0.711208  3.112037       3  -2.531343 -0.958029   3.692731  0.710484  0.947375  0.760840
11142  1.133429  0.627877  6.359366       3  -4.567248 -1.185092   8.151485  1.221532  1.225544  1.026840
11143  6.840286 -0.024802  3.131020       3  -2.337248 -0.669108   3.924792  0.793368  0.919214  0.720335
11144  1.778002  0.314817  5.756478       3  -8.666319  1.914779   2.846637  0.910755  0.973067  1.374174
11145  1.301054 -0.863577  6.556922       3  -3.860036 -0.536626   9.253809  1.481499  1.002787  0.986836
11146  1.238631  0.826423  5.753902       3  -5.874826 -1.689651   5.632977  1.157970  0.842943  1.269488
11147  1.297608  0.798567  6.331747       3  -8.946787  3.642327   3.716706  1.085022  0.993023  1.366583
11148  5.022582  0.157950  6.094733       3  -4.676709 -3.056220   7.512757  1.000757  1.266085  1.129398
11149  4.300592  0.324066  6.432483       3  -5.902288 -2.166572   6.962677  1.255028  0.950565  1.271368
11150  7.300437 -0.775586  7.495040       3  -8.402756  2.945837   6.587323  1.360449  1.006281  1.381328
11151  6.059409 -0.404824  2.469366       3  -3.022827  0.410462   1.915905  0.697893  0.634702  0.825921
11152  2.952238  0.276963  2.843592       3  -2.819708 -1.445354   2.867476  0.737711  0.697112  0.883235
11153  3.713770 -0.220851  7.424209       3  -8.581072  1.655120   6.267347  1.132141  1.515288  1.071708
11154  2.043640 -0.028989  6.869414       3  -3.440003 -2.797652  10.298825  1.296597  1.294367  1.008293
11155  4.512850  0.469944  6.590241       3  -7.685933  3.217960   5.494550  1.248783  1.047469  1.240495
11156  4.867098 -0.068931  5.702512       3  -5.546159 -0.209959   5.858865  0.946571  1.349410  0.955735
11157  1.247631  0.957069  4.971934       3  -6.891146  2.475335   3.052721  0.955645  1.003345  1.115917
11158  4.927464 -0.463917  6.141093       3  -5.772506 -2.135151   6.509679  1.196330  0.954226  1.252114
11159  4.916814 -0.608262  5.603204       3  -8.108430  0.335428   3.097978  0.852929  1.024275  1.338089
11160  3.606328 -0.948365  3.922495       3  -4.501447 -0.370287   3.343542  0.801779  0.943517  0.981868
11161  1.602889  0.425885  4.607144       3  -4.429110  2.630140   4.785177  1.171060  0.805605  0.955311
11162  5.278951 -0.214173  7.606088       3  -8.778616  0.326415   6.433560  1.274781  1.026229  1.471046
11163  1.954127  0.541826  5.812501       3  -8.338061  1.284295   3.286942  0.917723  1.088336  1.293701
11164  7.773366 -0.050453  2.413283       3  -2.925451  0.851380   1.901114  0.678282  0.816729  0.639711
11165  3.329782 -0.860329  7.796314       3  -4.467494 -3.483239  11.125134  1.477268  1.204358  1.153468
11166  2.106221  0.114666  6.817588       3  -6.759246  2.457060   6.875931  1.291769  1.266719  1.032941
11167  4.497317 -0.809911  4.022486       3  -3.809521  1.825666   4.235452  1.027244  0.988951  0.726320
11168  4.480294  0.136342  4.710545       3  -5.436443 -0.511455   3.984647  0.888454  1.001846  1.098080
11169  5.299673 -0.978897  2.750309       3  -2.379552 -1.726352   3.121066  0.851746  0.551460  0.849307
11170  7.754556 -0.944218  2.002695       3  -2.527966  0.386719   1.477424  0.563118  0.750006  0.628764
11171  5.996913 -0.815764  3.782427       3  -4.217029 -2.675652   3.347825  0.666308  0.883609  1.087767
11172  3.171722  0.569807  4.525655       3  -3.022314 -0.644266   6.028995  0.939447  1.185707  0.769845
11173  5.010973 -0.193966  4.780679       3  -3.375606 -0.683426   6.185751  1.241270  0.772054  0.952184
11174  1.321894  0.881608  7.643416       3  -6.857244  5.367492   8.429589  1.561033  1.109092  1.095007
11175  3.720248 -0.236429  6.402765       3  -9.065048  2.776678   3.740483  1.038360  1.222265  1.226378
11176  2.142420 -0.593834  4.719719       3  -5.459287 -1.718385   3.980152  0.922310  0.830380  1.210157
11177  7.738222 -0.955078  4.532715       3  -4.664067  1.002202   4.401363  1.043093  0.913585  0.981293
11178  7.861488 -0.276647  5.749165       3  -4.899506 -1.118704   6.598823  1.154989  1.068628  1.088149
11179  6.591201  0.719933  5.981474       3  -5.271674 -1.386108   6.691274  1.130326  1.123493  1.126078
11180  2.617710 -0.995595  3.546005       3  -3.570593  3.074992   3.521416  1.039821  0.793893  0.738893
11181  1.241347  0.637319  2.981879       3  -3.492681 -0.409316   2.471077  0.683467  0.813260  0.877385
11182  2.894901  0.976503  4.629804       3  -4.016493 -3.899152   5.243115  1.009741  0.810983  1.127012
11183  5.786473  0.104091  6.739089       3  -3.945483 -1.101794   9.532694  1.307715  1.295505  0.949623
11184  4.249320 -0.274237  5.252692       3  -5.764548 -0.136480   4.740837  0.951603  1.140137  1.067009
11185  7.311975 -0.262008  3.894932       3  -5.976990  0.921933   1.812874  0.670873  1.053700  0.958768
11186  7.746804 -0.904643  6.362150       3  -4.415221 -3.623732   8.309079  1.026355  1.302696  1.140109
11187  6.214723  0.471065  4.007031       3  -3.332396  0.625561   4.681666  1.087209  0.780345  0.871777
11188  4.139635  0.063793  7.090819       3  -6.345663 -6.130908   7.835974  1.106468  1.135573  1.414341
11189  4.475697 -0.829731  2.942105       3  -3.189718  0.285128   2.694492  0.765026  0.815665  0.788941
11190  5.782609  0.383971  3.609686       3  -3.525274 -2.062508   3.694097  0.687588  0.939014  0.971325
11191  7.403485 -0.422461  6.697026       3  -7.770269 -3.049550   5.623782  1.003713  1.099388  1.430862
11192  3.618189 -0.526957  2.174568       3  -2.287280  0.589251   2.061855  0.720957  0.634997  0.679244
11193  2.575346  0.891540  6.476831       3  -6.065138 -3.138926   6.888525  1.098323  1.128812  1.281698
11194  2.854002 -0.289311  5.924658       3  -6.224768  0.076431   5.624548  1.137427  1.029868  1.190541
11195  5.053088  0.328859  2.592290       3  -1.624596 -0.046937   3.559983  0.877082  0.723240  0.598292
11196  3.644907 -0.191122  2.730007       3  -2.827008  0.093026   2.633006  0.673156  0.909698  0.676231
11197  2.625731 -0.019291  7.742879       3  -5.253744 -3.154104  10.232014  1.180993  1.467752  1.174831
11198  3.728493  0.915740  4.479686       3  -4.503066 -0.131530   4.456307  0.820436  1.206483  0.850377
11199  6.749674 -0.538845  6.424572       3  -5.796558 -1.008051   7.052586  1.024175  1.380744  1.065186
11200  2.816104 -0.113232  2.146286       3  -1.818321  0.062770   2.474250  0.677508  0.764759  0.567885
11201  6.352755  0.293657  2.583202       3  -2.846457 -0.260676   2.319948  0.583505  0.892617  0.712233
11202  7.206346  0.255065  7.294277       3 -10.377832  3.945765   4.210722  1.140980  1.455562  1.105976
11203  5.859838  0.403190  3.131629       3  -2.527567 -0.416030   3.735691  0.831634  0.866322  0.742649
11204  5.696783 -0.215952  5.108826       3  -5.823200  3.074704   4.394452  1.117870  1.074637  0.920815
11205  2.432338  0.359257  7.944691       3 -10.685382  5.184698   5.204001  1.286110  1.407435  1.192810
11206  7.126449 -0.429619  3.454542       3  -4.026863  0.042680   2.882220  0.844425  0.705199  0.994420
11207  2.233860 -0.483380  3.520100       3  -3.738917 -0.728589   3.301283  0.883950  0.686115  0.994406
11208  7.242690 -0.791904  4.107084       3  -3.640923  2.237006   4.573246  1.127184  0.806870  0.832507
11209  3.851118 -0.375897  6.600145       3  -4.139605 -1.019015   9.060686  1.281948  1.274688  0.966210
11210  3.979056  0.201316  2.212170       3  -2.156998 -0.016164   2.267343  0.729251  0.606595  0.713125
11211  2.132385  0.234770  6.232215       3  -4.841548  1.082526   7.622881  1.254980  1.273851  0.877428
11212  1.203650 -0.453307  5.440682       3  -5.109760  0.006143   5.771603  1.102399  1.083369  1.036665
11213  7.874545  0.637774  6.311605       3  -5.784336 -2.101458   6.838874  1.051404  1.229957  1.183151
11214  4.726196 -0.193971  2.971383       3  -4.571633  0.760438   1.371133  0.617318  0.734001  0.985801
11215  2.785692  0.975039  2.770196       3  -3.612025 -0.850310   1.928368  0.568375  0.761420  0.927766
11216  3.983692 -0.791264  5.543627       3  -5.939504  0.459114   5.147750  1.095828  1.017414  1.137196
11217  5.126070  0.526397  2.113046       3  -1.577479 -0.204471   2.648614  0.752518  0.640313  0.607390
11218  4.583082  0.554122  3.403757       3  -3.550820  2.410295   3.256693  0.969974  0.877730  0.675010
11219  7.369773 -0.619029  6.618820       3  -5.076311 -2.107323   8.161329  1.092682  1.345282  1.099970
11220  3.883018 -0.014497  5.847990       3  -5.204226 -2.197720   6.491755  0.899743  1.300660  1.105302
11221  3.686057 -0.819995  4.522776       3  -4.903449 -1.178764   4.142102  0.944198  0.851965  1.123359
11222  5.830534 -0.326982  7.393139       3  -5.677260 -3.650981   9.109018  1.054808  1.438966  1.234250
11223  6.674283 -0.830231  2.636143       3  -1.573296 -1.104683   3.698989  0.682317  0.883919  0.656773
11224  3.443811 -0.602169  3.878109       3  -4.662340  1.127068   3.093878  0.825492  1.093790  0.768809
11225  5.268923  0.980275  7.506703       3  -8.935959  5.857889   6.077446  1.385022  1.053346  1.323288
11226  7.048468  0.013908  4.161237       3  -3.259005  0.318529   5.063468  1.140585  0.738352  0.896118
11227  3.105477 -0.923490  7.020937       3  -9.292832  1.734387   4.749042  1.118487  1.101859  1.415825
11228  6.060417 -0.004815  7.269887       3  -6.544399 -0.305218   7.995376  1.389046  1.038387  1.272973
11229  3.301491 -0.043625  3.008045       3  -2.704851 -0.420685   3.311240  0.746941  0.894265  0.746559
11230  3.666194 -0.393815  3.487926       3  -2.590368 -0.345748   4.385485  0.907318  0.918928  0.743524
11231  7.997133 -0.210417  2.868172       3  -3.799353  1.535115   1.936991  0.745629  0.930065  0.636359
11232  5.616826 -0.865677  4.697250       3  -7.035881  1.919668   2.358620  0.825221  1.222091  0.903254
11233  3.965411 -0.864918  3.093957       3  -4.219642  1.120667   1.968271  0.719454  0.891663  0.810553
11234  7.435816  0.100962  5.574954       3  -6.202946  2.711367   4.946963  1.138935  1.176429  0.931648
11235  1.512507  0.733744  2.165861       3  -2.095496  0.518168   2.236226  0.727111  0.679488  0.623245
11236  4.980037 -0.947848  6.765701       3 -10.063474  1.286455   3.467929  0.926745  1.232813  1.388702
11237  6.917886  0.664417  4.270716       3  -4.922646  1.805078   3.618787  0.996556  0.864706  0.988930
11238  5.974761 -0.922648  7.333983       3  -6.237628  4.303203   8.430338  1.517971  1.160936  1.008440
11239  7.262076  0.027951  7.682011       3  -9.462136  2.927826   5.901886  1.248422  1.285882  1.295558
11240  2.493220  0.257674  3.598813       3  -5.182478  1.613118   2.015149  0.776923  0.822989  1.005064
11241  2.638297 -0.760989  4.126855       3  -4.613668  1.622615   3.640043  0.960017  0.984752  0.857828
11242  4.611949 -0.752023  3.842680       3  -2.102999 -1.752420   5.582362  0.998593  0.903882  0.795070
11243  3.329075 -0.557793  4.731874       3  -3.395492 -2.996175   6.068256  1.031623  0.951603  1.021083
11244  4.610810  0.793853  6.996861       3  -8.145238  0.916819   5.848484  1.118753  1.315658  1.213168
11245  7.195576  0.477864  7.445830       3  -8.693553  4.208350   6.198108  1.331457  1.223880  1.212231
11246  5.648491  0.043790  2.615200       3  -2.471235  0.219806   2.759166  0.829539  0.625801  0.764936
11247  3.184404  0.689792  5.220349       3  -2.896520 -2.874235   7.544179  1.009974  1.176560  0.958664
11248  2.431611 -0.740494  3.767033       3  -3.540399  2.466039   3.993667  1.068920  0.796494  0.788147
11249  5.945506  0.177123  2.845710       3  -1.978470 -0.372750   3.712950  0.759968  0.917507  0.626310
11250  2.655203 -0.373520  7.774579       3  -5.345195 -1.889918  10.203963  1.515349  1.106191  1.195622
11251  7.234520  0.598660  5.946199       3  -8.007347  2.207916   3.885050  1.053099  0.951330  1.330948
11252  7.584565 -0.735710  5.001392       3  -4.396628  1.852935   5.606156  1.244714  0.791700  1.003934
11253  3.767892 -0.836411  7.753388       3  -7.078796 -1.986152   8.427979  1.125378  1.452167  1.249278
11254  4.712417 -0.749150  6.465505       3  -7.517460 -4.055349   5.413550  0.976499  1.025202  1.453093
11255  6.253154 -0.023979  5.007865       3  -7.554462  1.075078   2.461268  0.792518  1.059503  1.198948
11256  2.254189  0.688481  2.953900       3  -3.462327  2.030633   2.445474  0.865430  0.647603  0.843891
11257  5.591683  0.044237  5.592234       3  -4.725350 -1.674697   6.459118  0.858000  1.347164  1.004545
11258  1.304725  0.439704  2.040958       3  -2.724742  1.276971   1.357174  0.652611  0.557220  0.750280
11259  7.452234 -0.964166  4.567695       3  -4.241035 -2.693123   4.894355  1.005977  0.810744  1.112919
11260  1.443151  0.856423  2.466111       3  -2.799318  0.703200   2.132904  0.697936  0.813454  0.648962
11261  1.406589  0.588361  7.783428       3  -7.845873 -1.279903   7.720983  1.171716  1.369690  1.306184
11262  4.170430 -0.943597  7.557326       3  -6.630026 -3.080464   8.484625  1.311882  1.131546  1.345255
11263  2.565922 -0.930704  6.995144       3  -8.869477  4.516343   5.120812  1.251799  1.207564  1.195004
11264  1.766107  0.939481  4.960714       3  -5.261267  3.784623   4.660162  1.185322  0.942475  0.929968
11265  3.821349  0.430511  2.836288       3  -1.532535 -1.428809   4.140042  0.715781  0.905802  0.687618
11266  2.889866  0.930653  2.452076       3  -3.468253  0.976218   1.435899  0.631716  0.786595  0.737051
11267  4.816843 -0.315284  6.978220       3  -5.119660 -1.721713   8.836780  1.198874  1.348411  1.089478
11268  1.035542 -0.313545  3.730610       3  -3.676106  2.508440   3.785114  1.035939  0.877221  0.729585
11269  1.892122  0.465542  6.042855       3  -7.341271  4.001469   4.744439  1.195954  1.140013  1.056912
11270  6.857842  0.445705  3.167592       3  -4.350411  0.047277   1.984773  0.701662  0.675239  1.033573
11271  4.011715 -0.575273  5.584976       3  -5.802308 -1.106714   5.367643  0.935959  1.198489  1.114950
11272  4.386017  0.399677  4.442933       3  -3.784760 -2.354683   5.101106  0.923379  0.958648  1.028019
11273  4.737898 -0.479456  3.032789       3  -2.092516 -1.629002   3.973061  0.781798  0.841144  0.782305
11274  7.047936  0.034016  2.557639       3  -2.514487  0.165160   2.600790  0.684540  0.868630  0.636498
11275  1.306922 -0.329018  4.073652       3  -5.901517  1.455981   2.245786  0.776427  1.074950  0.913789
11276  6.220230 -0.161780  7.862431       3  -9.537740 -3.423612   6.187122  1.028855  1.220803  1.567315
11277  4.098041  0.214435  7.133815       3  -8.508355 -4.712466   5.759275  0.995724  1.070934  1.550214
11278  7.318109  0.510953  2.507865       3  -3.787724  1.156204   1.228007  0.615796  0.903363  0.633472
11279  7.782216 -0.346291  7.977847       3  -4.837020 -4.297329  11.118673  1.483454  1.177034  1.221806
11280  5.256694  0.043818  4.431989       3  -4.933588  2.999303   3.930390  1.091295  0.756769  1.028527
11281  6.640598  0.471891  6.920165       3  -8.497451  3.914849   5.342879  1.251313  1.143464  1.237829
11282  6.422594  0.755806  7.195338       3  -8.892359  4.823512   5.498316  1.295668  1.234079  1.174303
11283  6.893388 -0.364085  6.534170       3  -6.993825  1.788540   6.074516  1.113398  1.454592  0.896822
11284  6.630010  0.306535  2.059863       3  -1.790787 -1.100359   2.328940  0.597709  0.679260  0.701926
11285  5.600815 -0.431322  7.157814       3  -9.639311  2.594513   4.676316  1.124710  1.239845  1.324620
11286  2.926199 -0.145765  7.629179       3  -7.618888 -0.226197   7.639471  1.424593  0.883357  1.430769
11287  5.240942 -0.337179  6.708304       3  -6.094633 -1.490447   7.321975  1.202990  1.159765  1.215894
11288  5.908388  0.473377  2.969518       3  -2.672767 -0.149237   3.266270  0.812486  0.812394  0.755207
11289  2.777417  0.606766  7.648852       3  -7.699447  2.365410   7.598257  1.394488  1.177159  1.240609
11290  5.610185  0.265690  5.417645       3  -7.530807  1.799568   3.304484  0.928577  1.168360  1.105287
11291  1.840977  0.595613  2.699080       3  -3.630446 -0.289467   1.767715  0.610357  0.706366  0.920217
11292  7.304842 -0.789181  4.911180       3  -5.829831  3.318446   3.992528  1.092570  1.060292  0.899236
11293  5.839364 -0.379893  5.147753       3  -6.984471  1.157930   3.311035  0.914489  1.020152  1.183284
11294  5.786891  0.896370  6.422853       3  -6.523129  4.619826   6.322577  1.363240  1.078265  1.033362
11295  2.743399  0.584203  3.546729       3  -1.766462 -1.389829   5.326996  1.014531  0.838884  0.724512
11296  1.468603  0.409419  2.618379       3  -2.935981  1.468353   2.300778  0.821103  0.604834  0.791756
11297  2.109166 -0.196418  7.124183       3  -6.776747 -1.854706   7.471619  1.275019  1.072296  1.326614
11298  6.274353 -0.486572  5.849665       3  -5.677300  0.916616   6.022030  1.099068  1.274571  0.944209
11299  2.689091 -0.413619  6.765181       3  -6.913194 -0.260228   6.617169  1.201181  1.142495  1.248485
11300  7.027744 -0.915447  4.803107       3  -3.230949 -3.063363   6.375266  0.826612  1.170436  1.002269
11301  7.219074  0.192340  2.106305       3  -2.289947  0.128781   1.922664  0.622940  0.725192  0.653420
11302  7.447433  0.788741  7.656092       3 -11.911027  3.055222   3.401157  1.023607  1.242015  1.511174
11303  6.971490  0.596395  5.131062       3  -3.914782 -0.782284   6.347342  1.112512  1.061435  0.949846
11304  3.277583  0.073309  3.133078       3  -2.920481 -1.688255   3.345675  0.740957  0.801398  0.896283
11305  4.885118 -0.245681  6.412634       3  -5.777166 -0.819409   7.048102  1.189680  1.161895  1.147637
11306  2.528874 -0.819804  4.759079       3  -3.290250 -1.661529   6.227907  1.015696  1.071002  0.922518
11307  2.964372  0.974777  6.749263       3  -6.928691  0.269357   6.569834  1.114674  1.348481  1.111672
11308  1.208881  0.264028  4.593816       3  -5.490946 -2.045621   3.696686  0.844232  0.861590  1.212208
11309  7.809001 -0.041922  3.801511       3  -5.948923  1.256250   1.654100  0.687592  1.013348  0.959407
11310  7.014021 -0.664145  2.410690       3  -2.752189  0.220662   2.069191  0.701359  0.659465  0.779676
11311  3.196297  0.984387  4.856608       3  -4.501279  3.177550   5.211937  1.220456  0.899593  0.890523
11312  3.967130 -0.540668  3.219262       3  -2.891378 -1.068339   3.547146  0.697164  0.947127  0.816308
11313  5.021877  0.462649  5.123314       3  -3.576948 -3.318791   6.669680  1.178963  0.867189  1.058126
11314  6.432155 -0.736154  6.138586       3  -3.138952 -2.543960   9.138219  1.131044  1.308632  0.957165
11315  3.111249 -0.610031  7.975027       3  -8.700908  1.684247   7.249145  1.178572  1.622476  1.027423
11316  3.533996 -0.994792  4.209275       3  -3.938784  0.711803   4.479766  0.995475  0.985828  0.846687
11317  6.172965 -0.622461  6.656046       3  -4.205004  0.210087   9.107088  1.355229  1.260698  0.900759
11318  3.308771  0.037966  2.565397       3  -2.006454  0.244112   3.124340  0.783558  0.823346  0.584227
11319  1.695606 -0.668979  2.304898       3  -1.571669  0.447732   3.038127  0.818701  0.726751  0.518561
11320  5.208838  0.927150  3.975135       3  -3.531648  0.924370   4.418621  0.971163  1.026740  0.730271
11321  7.076431  0.881558  7.791051       3  -9.893193 -0.649225   5.688908  1.051069  1.317535  1.455779
11322  2.089892  0.339950  4.247290       3  -4.159827  3.404768   4.334753  1.137443  0.886397  0.790210
11323  3.080356  0.259798  5.481529       3  -3.501654 -1.090499   7.461404  1.074275  1.251086  0.877705
11324  2.476987 -0.185368  3.380402       3  -3.364220  0.077975   3.396585  0.867152  0.818955  0.854044
11325  5.865151 -0.595845  4.569362       3  -3.779745 -0.895629   5.358978  1.099037  0.852959  0.986673
11326  6.780052 -0.096238  3.682010       3  -4.105668  2.565466   3.258351  0.992636  0.742258  0.898759
11327  7.298997  0.648417  2.358602       3  -2.014682 -0.165581   2.702521  0.709560  0.766012  0.641313
11328  7.484946 -0.921012  4.431742       3  -3.894481 -0.775315   4.969004  0.800446  1.204955  0.853642
11329  6.289560  0.031781  5.458358       3  -6.353206 -1.509262   4.563509  0.884144  1.098200  1.219486
11330  6.867981  0.314453  5.871258       3  -4.279064 -0.452226   7.463451  1.146180  1.255137  0.921229
11331  2.064443  0.147632  4.066881       3  -3.339799 -1.057562   4.793964  0.974256  0.895407  0.915494
11332  6.973268 -0.183916  5.740168       3  -4.082632 -2.290334   7.397704  1.184239  1.062320  1.059886
11333  2.828612  0.566697  7.371363       3  -7.202652  2.648272   7.540075  1.388797  1.191829  1.159112
11334  3.260379  0.940316  7.716126       3  -7.732655 -6.592525   7.699596  0.997245  1.254009  1.531405
11335  5.860334 -0.653002  6.656230       3  -4.222038 -2.417747   9.090422  1.047206  1.441756  1.030625
11336  6.261723 -0.166402  5.308942       3  -4.471215 -0.193099   6.146670  1.208844  0.910732  1.043571
11337  2.109359 -0.020325  4.002943       3  -5.065917  0.261448   2.939968  0.749537  1.057308  0.932012
11338  4.562107 -0.038287  6.621535       3  -5.860113 -3.112293   7.382957  1.314608  0.885828  1.304805
11339  4.473929  0.109091  3.830383       3  -4.525219  1.404453   3.135546  0.886151  0.970453  0.843478
11340  5.171187 -0.775244  7.957365       3 -11.015728  3.232717   4.899001  1.148314  1.516459  1.203139
11341  3.287655 -0.722790  4.823558       3  -6.047060  3.018325   3.600055  1.039866  1.035122  0.958109
11342  1.243579  0.303132  5.802560       3  -6.735559 -4.942588   4.869561  0.937232  0.891264  1.421713
11343  3.267615  0.068064  6.463978       3  -9.027582  2.460913   3.900374  1.000262  1.471220  0.974723
11344  5.693313  0.273383  3.007210       3  -4.055279  0.961442   1.959141  0.733775  0.716617  0.928700
11345  5.352374 -0.766395  4.772625       3  -4.506017  0.101708   5.039233  1.004757  1.072051  0.937826
11346  4.525129  0.489706  7.812057       3  -9.649158 -5.375086   5.974956  1.003682  1.109665  1.653656
11347  4.480484  0.010634  2.199020       3  -2.517827  1.733534   1.880214  0.762156  0.726636  0.539499
11348  1.802391  0.313762  6.122350       3  -4.214850 -4.139672   8.029849  1.135018  1.129400  1.154901
11349  5.857825  0.796969  3.381553       3  -2.611882  0.785951   4.151225  0.972875  0.867991  0.672956
11350  6.906760 -0.464234  2.742785       3  -3.076630 -0.516388   2.408941  0.666408  0.777886  0.834808
11351  5.244314  0.882590  7.036349       3  -6.437907 -1.710968   7.634792  1.317229  1.023098  1.302943
11352  5.649897  0.740320  7.980541       3  -3.069806 -3.004195  12.891276  1.424668  1.443018  0.984170
11353  7.776597  0.239987  2.601835       3  -2.590233  0.797729   2.613438  0.821109  0.672199  0.728223
11354  1.289542  0.360925  4.379284       3  -5.777175  2.063133   2.981394  0.929759  0.898054  1.056876
11355  1.782986  0.989607  7.514115       3  -6.500374  7.231776   8.527856  1.619496  1.031334  1.047481
11356  5.300305  0.903144  2.650197       3  -2.378004 -0.106585   2.922389  0.709909  0.863656  0.661283
11357  1.309719 -0.835958  5.755001       3  -5.760699  0.207662   5.749303  1.197747  0.906298  1.186496
11358  3.730224 -0.707001  2.836571       3  -2.067511 -1.181903   3.605631  0.662565  0.916415  0.725954
11359  7.702646  0.082797  2.965139       3  -3.226711  1.048099   2.703568  0.834175  0.768167  0.775717
11360  4.609886  0.568510  3.986182       3  -4.050703  0.785472   3.921661  0.943746  0.953497  0.858993
11361  5.941012  0.434707  6.339490       3  -7.950326  2.962292   4.728653  1.161657  1.057275  1.252424
11362  2.037617  0.511966  5.114183       3  -5.898624  2.873371   4.329742  1.104773  1.052325  0.963264
11363  5.833655  0.862661  7.633078       3  -6.371066 -1.118104   8.895090  1.421835  1.111124  1.266159
11364  4.914252 -0.744192  5.368301       3  -7.287478  2.397786   3.449124  1.001284  0.986633  1.200646
11365  4.565347 -0.979361  4.765248       3  -4.292965 -0.799903   5.237532  1.114225  0.819715  1.058405
11366  3.971742  0.431126  3.552519       3  -3.641361 -0.490425   3.463677  0.876640  0.774726  0.944936
11367  2.714137  0.942933  7.178150       3  -7.438764 -0.306612   6.917537  1.292389  1.027878  1.357553
11368  2.452316  0.706696  3.897064       3  -3.264783 -2.039185   4.529344  0.951593  0.797656  0.969105
11369  5.054129  0.627347  7.697433       3 -10.486084  3.091791   4.908781  1.161683  1.343405  1.321398
11370  4.570963  0.256930  6.015922       3  -6.865674  0.129641   5.166170  0.995929  1.248571  1.130951
11371  4.869535 -0.147809  3.953971       3  -3.319026 -0.606090   4.588915  0.863838  1.042879  0.826657
11372  1.341601  0.133330  7.813561       3  -9.415028  0.948252   6.212093  1.239242  1.145059  1.458557
11373  7.811493  0.740792  6.804011       3  -6.884075  2.929000   6.723947  1.323968  1.178632  1.090643
11374  7.778512 -0.951415  7.728424       3  -7.948782  0.078623   7.508066  1.321853  1.156250  1.354939
11375  7.188868 -0.774793  7.135625       3 -11.306088  2.418219   2.965162  0.931310  1.412845  1.295844
11376  3.779655  0.467500  7.475552       3  -8.223496  3.666716   6.727609  1.355819  1.216999  1.199896
11377  6.649611 -0.510392  6.687025       3  -3.953570 -2.045045   9.420479  1.206195  1.341898  1.000748
11378  7.142146 -0.209222  4.778685       3  -5.591939 -0.110718   3.965430  0.889538  1.050836  1.070827
11379  7.607672  0.395273  6.656223       3  -7.487227 -1.048810   5.825219  1.018361  1.257993  1.271958
11380  2.981634 -0.056759  4.069690       3  -3.219592 -1.805601   4.919788  0.813942  1.045695  0.913710
11381  4.026957 -0.239023  6.125083       3  -7.673902  1.803725   4.576265  1.009093  1.391773  0.971621
11382  6.221661  0.362314  3.933969       3  -5.424172  2.132432   2.443766  0.864921  0.867626  1.001788
11383  6.418334 -0.892411  7.779774       3  -9.253570  2.160725   6.305978  1.199264  1.461460  1.174162
11384  7.736191 -0.824197  5.164096       3  -4.706963  1.731662   5.621228  1.148815  1.116572  0.849150
11385  5.643477  0.986068  6.035962       3  -5.354733 -5.171455   6.717190  1.067998  1.006432  1.299649
11386  7.354825  0.394796  6.384330       3  -4.820358  2.227804   7.948301  1.408611  1.103792  0.928358
